duration_ms,explicit,external_urls,name,track_number,uri,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,analysis_url
275040,False,{'spotify': 'https://open.spotify.com/track/279zump7XNXCTElaqukWFr'},cowboy like me,11,spotify:track:279zump7XNXCTElaqukWFr,evermore (deluxe version),0.605,0.513,0,-8.962,1,0.0337,0.774,0.000177,0.123,0.512,127.986,https://api.spotify.com/v1/audio-analysis/279zump7XNXCTElaqukWFr
215920,False,{'spotify': 'https://open.spotify.com/track/3H4F4JXYfyxSxY3vf8gIr4'},long story short,12,spotify:track:3H4F4JXYfyxSxY3vf8gIr4,evermore (deluxe version),0.546,0.732,0,-7.715,1,0.0423,0.674,0.184,0.0972,0.571,157.893,https://api.spotify.com/v1/audio-analysis/3H4F4JXYfyxSxY3vf8gIr4
257773,False,{'spotify': 'https://open.spotify.com/track/77fHtse81VKtp5CECYhl8D'},marjorie,13,spotify:track:77fHtse81VKtp5CECYhl8D,evermore (deluxe version),0.535,0.562,5,-11.615,1,0.0479,0.878,0.000132,0.114,0.294,96.103,https://api.spotify.com/v1/audio-analysis/77fHtse81VKtp5CECYhl8D
180653,False,{'spotify': 'https://open.spotify.com/track/3RJxSWIqAuu3rCBttc6f5j'},closure,14,spotify:track:3RJxSWIqAuu3rCBttc6f5j,evermore (deluxe version),0.686,0.705,9,-10.823,1,0.249,0.832,4.55e-06,0.134,0.919,151.868,https://api.spotify.com/v1/audio-analysis/3RJxSWIqAuu3rCBttc6f5j
304106,False,{'spotify': 'https://open.spotify.com/track/307GTVXXkcVBH1WQm1sMCd'},evermore (feat. Bon Iver),15,spotify:track:307GTVXXkcVBH1WQm1sMCd,evermore (deluxe version),0.395,0.27,1,-10.672,1,0.0309,0.937,0.00249,0.111,0.314,120.94,https://api.spotify.com/v1/audio-analysis/307GTVXXkcVBH1WQm1sMCd
245026,False,{'spotify': 'https://open.spotify.com/track/1BwXCMe8F4goPwResZJPHb'},right where you left me - bonus track,16,spotify:track:1BwXCMe8F4goPwResZJPHb,evermore (deluxe version),0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,https://api.spotify.com/v1/audio-analysis/1BwXCMe8F4goPwResZJPHb
254640,False,{'spotify': 'https://open.spotify.com/track/2E2BEJrIiMTRnmDnasT9vb'},it’s time to go - bonus track,17,spotify:track:2E2BEJrIiMTRnmDnasT9vb,evermore (deluxe version),0.592,0.41,0,-12.426,1,0.0397,0.801,1.39e-05,0.09,0.416,151.923,https://api.spotify.com/v1/audio-analysis/2E2BEJrIiMTRnmDnasT9vb
210251,False,{'spotify': 'https://open.spotify.com/track/5WWzC95Mqp3OYgJCHwjHdY'},the 1,1,spotify:track:5WWzC95Mqp3OYgJCHwjHdY,folklore (deluxe version),0.765,0.348,0,-6.963,1,0.0579,0.764,1.01e-05,0.108,0.171,140.016,https://api.spotify.com/v1/audio-analysis/5WWzC95Mqp3OYgJCHwjHdY
239560,False,{'spotify': 'https://open.spotify.com/track/1PybBpkSEB46GS1TF9n3e3'},cardigan,2,spotify:track:1PybBpkSEB46GS1TF9n3e3,folklore (deluxe version),0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,https://api.spotify.com/v1/audio-analysis/1PybBpkSEB46GS1TF9n3e3
230999,False,{'spotify': 'https://open.spotify.com/track/1oyvfXXSKGurQV68wZq8aK'},the last great american dynasty,3,spotify:track:1oyvfXXSKGurQV68wZq8aK,folklore (deluxe version),0.684,0.661,7,-8.507,1,0.0407,0.473,0.00215,0.109,0.713,147.909,https://api.spotify.com/v1/audio-analysis/1oyvfXXSKGurQV68wZq8aK
285634,False,{'spotify': 'https://open.spotify.com/track/160aOpD0QnQdUHBbWbojTx'},exile (feat. Bon Iver),4,spotify:track:160aOpD0QnQdUHBbWbojTx,folklore (deluxe version),0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,https://api.spotify.com/v1/audio-analysis/160aOpD0QnQdUHBbWbojTx
255893,False,{'spotify': 'https://open.spotify.com/track/4Ue1tL32N8J4Y2WhcAWlgk'},my tears ricochet,5,spotify:track:4Ue1tL32N8J4Y2WhcAWlgk,folklore (deluxe version),0.469,0.263,0,-10.63,1,0.0329,0.806,0.0,0.0749,0.112,129.86,https://api.spotify.com/v1/audio-analysis/4Ue1tL32N8J4Y2WhcAWlgk
208977,False,{'spotify': 'https://open.spotify.com/track/3zBBJ6LVn8Y9JnDrnPxvMC'},mirrorball,6,spotify:track:3zBBJ6LVn8Y9JnDrnPxvMC,folklore (deluxe version),0.553,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.107,https://api.spotify.com/v1/audio-analysis/3zBBJ6LVn8Y9JnDrnPxvMC
208906,False,{'spotify': 'https://open.spotify.com/track/55FiXQZgp3NChLYhYC1rnj'},seven,7,spotify:track:55FiXQZgp3NChLYhYC1rnj,folklore (deluxe version),0.596,0.488,4,-10.769,1,0.0274,0.9,2.7e-05,0.091,0.415,94.922,https://api.spotify.com/v1/audio-analysis/55FiXQZgp3NChLYhYC1rnj
261922,False,{'spotify': 'https://open.spotify.com/track/5jkmNosiv4Tt9JRP8JqT59'},august,8,spotify:track:5jkmNosiv4Tt9JRP8JqT59,folklore (deluxe version),0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,https://api.spotify.com/v1/audio-analysis/5jkmNosiv4Tt9JRP8JqT59
195097,False,{'spotify': 'https://open.spotify.com/track/5LRDGLySkHo4G0l32jU2cB'},this is me trying,9,spotify:track:5LRDGLySkHo4G0l32jU2cB,folklore (deluxe version),0.515,0.476,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.412,135.886,https://api.spotify.com/v1/audio-analysis/5LRDGLySkHo4G0l32jU2cB
190898,False,{'spotify': 'https://open.spotify.com/track/2gmCOqKc5sc72rtRnhrbKa'},illicit affairs,10,spotify:track:2gmCOqKc5sc72rtRnhrbKa,folklore (deluxe version),0.559,0.31,10,-10.445,1,0.0338,0.881,0.0,0.106,0.46,119.845,https://api.spotify.com/v1/audio-analysis/2gmCOqKc5sc72rtRnhrbKa
252880,False,{'spotify': 'https://open.spotify.com/track/2Uoesc7DCQIE58OECSTYtF'},invisible string,11,spotify:track:2Uoesc7DCQIE58OECSTYtF,folklore (deluxe version),0.653,0.452,4,-11.143,0,0.055,0.838,7.73e-05,0.108,0.45,83.433,https://api.spotify.com/v1/audio-analysis/2Uoesc7DCQIE58OECSTYtF
237258,False,{'spotify': 'https://open.spotify.com/track/3EPwQ6nq2dQEeoRqnm1boe'},mad woman,12,spotify:track:3EPwQ6nq2dQEeoRqnm1boe,folklore (deluxe version),0.596,0.709,5,-8.938,0,0.0431,0.649,9.92e-06,0.114,0.533,141.978,https://api.spotify.com/v1/audio-analysis/3EPwQ6nq2dQEeoRqnm1boe
289749,False,{'spotify': 'https://open.spotify.com/track/0b7rims1HOMhXJVCly981N'},epiphany,13,spotify:track:0b7rims1HOMhXJVCly981N,folklore (deluxe version),0.175,0.267,1,-13.69,1,0.0302,0.731,0.000402,0.0858,0.106,94.203,https://api.spotify.com/v1/audio-analysis/0b7rims1HOMhXJVCly981N
294521,False,{'spotify': 'https://open.spotify.com/track/7w0hHA41usBpo8isfAtl1g'},betty,14,spotify:track:7w0hHA41usBpo8isfAtl1g,folklore (deluxe version),0.59,0.379,0,-8.717,1,0.0255,0.544,0.0,0.0983,0.467,96.029,https://api.spotify.com/v1/audio-analysis/7w0hHA41usBpo8isfAtl1g
234000,False,{'spotify': 'https://open.spotify.com/track/3YT3zOo7VgAlvW1yOUMXDg'},peace,15,spotify:track:3YT3zOo7VgAlvW1yOUMXDg,folklore (deluxe version),0.651,0.269,5,-12.912,1,0.0983,0.918,2.17e-05,0.0918,0.334,150.033,https://api.spotify.com/v1/audio-analysis/3YT3zOo7VgAlvW1yOUMXDg
220042,False,{'spotify': 'https://open.spotify.com/track/6S5C2Cdmzn9bxlmLQYoXyU'},hoax,16,spotify:track:6S5C2Cdmzn9bxlmLQYoXyU,folklore (deluxe version),0.662,0.181,8,-15.065,1,0.0415,0.966,3.86e-06,0.133,0.429,118.819,https://api.spotify.com/v1/audio-analysis/6S5C2Cdmzn9bxlmLQYoXyU
211798,False,{'spotify': 'https://open.spotify.com/track/5dwQhzeE8LXpl9sbZJZmQS'},the lakes - bonus track,17,spotify:track:5dwQhzeE8LXpl9sbZJZmQS,folklore (deluxe version),0.509,0.262,2,-11.531,1,0.0311,0.85,1.68e-06,0.0851,0.287,89.846,https://api.spotify.com/v1/audio-analysis/5dwQhzeE8LXpl9sbZJZmQS
170640,False,{'spotify': 'https://open.spotify.com/track/43rA71bccXFGD4C8GOpIlN'},I Forgot That You Existed,1,spotify:track:43rA71bccXFGD4C8GOpIlN,Lover,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,https://api.spotify.com/v1/audio-analysis/43rA71bccXFGD4C8GOpIlN
178426,False,{'spotify': 'https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr'},Cruel Summer,2,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Lover,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr
221306,False,{'spotify': 'https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI'},Lover,3,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Lover,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,https://api.spotify.com/v1/audio-analysis/1dGr1c8CrMLDpV6mPbImSI
190360,False,{'spotify': 'https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70'},The Man,4,spotify:track:3RauEVgRgj1IuWdJ9fDs70,Lover,0.777,0.658,0,-5.191,1,0.054,0.0767,0.0,0.0901,0.633,110.048,https://api.spotify.com/v1/audio-analysis/3RauEVgRgj1IuWdJ9fDs70
211240,False,{'spotify': 'https://open.spotify.com/track/3pHkh7d0lzM2AldUtz2x37'},The Archer,5,spotify:track:3pHkh7d0lzM2AldUtz2x37,Lover,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,https://api.spotify.com/v1/audio-analysis/3pHkh7d0lzM2AldUtz2x37
173386,False,{'spotify': 'https://open.spotify.com/track/2YWtcWi3a83pdEg3Gif4Pd'},I Think He Knows,6,spotify:track:2YWtcWi3a83pdEg3Gif4Pd,Lover,0.897,0.366,0,-8.029,1,0.0569,0.00889,0.000353,0.0715,0.416,100.003,https://api.spotify.com/v1/audio-analysis/2YWtcWi3a83pdEg3Gif4Pd
234146,False,{'spotify': 'https://open.spotify.com/track/214nt20w5wOxJnY462klLw'},Miss Americana & The Heartbreak Prince,7,spotify:track:214nt20w5wOxJnY462klLw,Lover,0.662,0.747,11,-6.926,0,0.0736,0.028,0.00615,0.138,0.487,150.088,https://api.spotify.com/v1/audio-analysis/214nt20w5wOxJnY462klLw
222400,False,{'spotify': 'https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR'},Paper Rings,8,spotify:track:4y5bvROuBDPr5fuwXbIBZR,Lover,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,https://api.spotify.com/v1/audio-analysis/4y5bvROuBDPr5fuwXbIBZR
287266,False,{'spotify': 'https://open.spotify.com/track/12M5uqx0ZuwkpLp5rJim1a'},Cornelia Street,9,spotify:track:12M5uqx0ZuwkpLp5rJim1a,Lover,0.824,0.624,0,-9.728,1,0.0827,0.781,0.000189,0.1,0.248,102.012,https://api.spotify.com/v1/audio-analysis/12M5uqx0ZuwkpLp5rJim1a
198533,False,{'spotify': 'https://open.spotify.com/track/2dgFqt3w9xIQRjhPtwNk3D'},Death By A Thousand Cuts,10,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,Lover,0.712,0.732,4,-6.754,1,0.0629,0.454,0.0,0.319,0.313,94.071,https://api.spotify.com/v1/audio-analysis/2dgFqt3w9xIQRjhPtwNk3D
190240,False,{'spotify': 'https://open.spotify.com/track/1LLXZFeAHK9R4xUramtUKw'},London Boy,11,spotify:track:1LLXZFeAHK9R4xUramtUKw,Lover,0.695,0.71,1,-6.639,1,0.05,0.0246,0.000104,0.133,0.557,157.925,https://api.spotify.com/v1/audio-analysis/1LLXZFeAHK9R4xUramtUKw
201586,False,{'spotify': 'https://open.spotify.com/track/4AYtqFyFbX0Xkc2wtcygTr'},Soon You’ll Get Better (feat. The Chicks),12,spotify:track:4AYtqFyFbX0Xkc2wtcygTr,Lover,0.433,0.182,0,-12.566,1,0.0641,0.907,0.0,0.123,0.421,207.476,https://api.spotify.com/v1/audio-analysis/4AYtqFyFbX0Xkc2wtcygTr
200306,False,{'spotify': 'https://open.spotify.com/track/5hQSXkFgbxjZo9uCwd11so'},False God,13,spotify:track:5hQSXkFgbxjZo9uCwd11so,Lover,0.739,0.32,11,-10.862,0,0.239,0.736,0.000147,0.111,0.351,79.97,https://api.spotify.com/v1/audio-analysis/5hQSXkFgbxjZo9uCwd11so
171360,False,{'spotify': 'https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5'},You Need To Calm Down,14,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,Lover,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,https://api.spotify.com/v1/audio-analysis/6RRNNciQGZEXnqk8SQ9yv5
223293,False,{'spotify': 'https://open.spotify.com/track/1SymEzIT3H8UZfibCs3TYi'},Afterglow,15,spotify:track:1SymEzIT3H8UZfibCs3TYi,Lover,0.756,0.449,9,-8.746,1,0.0344,0.13,0.0,0.114,0.399,111.011,https://api.spotify.com/v1/audio-analysis/1SymEzIT3H8UZfibCs3TYi
193000,False,{'spotify': 'https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45'},ME! (feat. Brendon Urie of Panic! At The Disco),16,spotify:track:2Rk4JlNc2TPmZe2af99d45,Lover,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,https://api.spotify.com/v1/audio-analysis/2Rk4JlNc2TPmZe2af99d45
150440,False,{'spotify': 'https://open.spotify.com/track/1SmiQ65iSAbPto6gPFlBYm'},It’s Nice To Have A Friend,17,spotify:track:1SmiQ65iSAbPto6gPFlBYm,Lover,0.737,0.175,10,-9.912,1,0.0401,0.971,0.000337,0.171,0.545,70.008,https://api.spotify.com/v1/audio-analysis/1SmiQ65iSAbPto6gPFlBYm
293453,False,{'spotify': 'https://open.spotify.com/track/1fzAuUVbzlhZ1lJAx9PtY6'},Daylight,18,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,Lover,0.557,0.496,0,-9.602,1,0.0563,0.808,0.000173,0.0772,0.265,149.983,https://api.spotify.com/v1/audio-analysis/1fzAuUVbzlhZ1lJAx9PtY6
208186,False,{'spotify': 'https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5'},...Ready For It?,1,spotify:track:2yLa0QULdQr0qAIvVwN6B5,reputation,0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,https://api.spotify.com/v1/audio-analysis/2yLa0QULdQr0qAIvVwN6B5
244826,False,{'spotify': 'https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX'},End Game,2,spotify:track:2x0WlnmfG39ZuDmstl9xfX,reputation,0.649,0.589,2,-6.237,1,0.0558,0.00845,0.0,0.108,0.151,159.073,https://api.spotify.com/v1/audio-analysis/2x0WlnmfG39ZuDmstl9xfX
238253,False,{'spotify': 'https://open.spotify.com/track/4svZDCRz4cJoneBpjpx8DJ'},I Did Something Bad,3,spotify:track:4svZDCRz4cJoneBpjpx8DJ,reputation,0.696,0.602,0,-6.156,0,0.159,0.0679,2.11e-05,0.0696,0.305,82.989,https://api.spotify.com/v1/audio-analysis/4svZDCRz4cJoneBpjpx8DJ
236413,False,{'spotify': 'https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE'},Don’t Blame Me,4,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,reputation,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,https://api.spotify.com/v1/audio-analysis/1R0a2iXumgCiFb7HEZ7gUE
232253,False,{'spotify': 'https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf'},Delicate,5,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,reputation,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,https://api.spotify.com/v1/audio-analysis/6NFyWDv5CjfwuzoCkw47Xf
211853,False,{'spotify': 'https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il'},Look What You Made Me Do,6,spotify:track:1P17dC1amhFzptugyAO7Il,reputation,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,https://api.spotify.com/v1/audio-analysis/1P17dC1amhFzptugyAO7Il
227906,False,{'spotify': 'https://open.spotify.com/track/5PxFv9yJEg9dxvbZggykro'},So It Goes...,7,spotify:track:5PxFv9yJEg9dxvbZggykro,reputation,0.574,0.61,2,-7.283,1,0.0732,0.122,1.1e-06,0.13,0.374,74.957,https://api.spotify.com/v1/audio-analysis/5PxFv9yJEg9dxvbZggykro
209680,False,{'spotify': 'https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA'},Gorgeous,8,spotify:track:1ZY1PqizIl78geGM4xWlEA,reputation,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48e-06,0.213,0.451,92.027,https://api.spotify.com/v1/audio-analysis/1ZY1PqizIl78geGM4xWlEA
233626,False,{'spotify': 'https://open.spotify.com/track/0VE4kBnHJUgtMf0dy6DRmW'},Getaway Car,9,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,reputation,0.562,0.689,2,-6.745,1,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,https://api.spotify.com/v1/audio-analysis/0VE4kBnHJUgtMf0dy6DRmW
214320,False,{'spotify': 'https://open.spotify.com/track/7HuBDWi18s4aJM8UFnNheH'},King Of My Heart,10,spotify:track:7HuBDWi18s4aJM8UFnNheH,reputation,0.675,0.703,0,-7.902,1,0.0382,0.00882,2.21e-06,0.0391,0.314,110.01,https://api.spotify.com/v1/audio-analysis/7HuBDWi18s4aJM8UFnNheH
211506,False,{'spotify': 'https://open.spotify.com/track/7I7JbDv63ZJJsSi24DyJrz'},Dancing With Our Hands Tied,11,spotify:track:7I7JbDv63ZJJsSi24DyJrz,reputation,0.624,0.691,0,-6.686,0,0.196,0.0604,1.1e-05,0.138,0.284,160.024,https://api.spotify.com/v1/audio-analysis/7I7JbDv63ZJJsSi24DyJrz
230373,False,{'spotify': 'https://open.spotify.com/track/6oVxXO5oQ4pTpO8RSnkzvv'},Dress,12,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,reputation,0.719,0.469,0,-8.792,1,0.0533,0.0329,0.0,0.169,0.0851,120.085,https://api.spotify.com/v1/audio-analysis/6oVxXO5oQ4pTpO8RSnkzvv
207133,False,{'spotify': 'https://open.spotify.com/track/07NxDD1iKCHbAldceD7QLP'},This Is Why We Can't Have Nice Things,13,spotify:track:07NxDD1iKCHbAldceD7QLP,reputation,0.567,0.789,5,-5.986,1,0.115,0.0156,0.0,0.382,0.438,163.96,https://api.spotify.com/v1/audio-analysis/07NxDD1iKCHbAldceD7QLP
203506,False,{'spotify': 'https://open.spotify.com/track/1GwMQaZz6Au3QLDbjbMdme'},Call It What You Want,14,spotify:track:1GwMQaZz6Au3QLDbjbMdme,reputation,0.598,0.504,9,-9.874,1,0.0731,0.186,0.000221,0.34,0.252,163.954,https://api.spotify.com/v1/audio-analysis/1GwMQaZz6Au3QLDbjbMdme
235466,False,{'spotify': 'https://open.spotify.com/track/7F5oktn5YOsR9eR5YsFtqb'},New Year’s Day,15,spotify:track:7F5oktn5YOsR9eR5YsFtqb,reputation,0.661,0.151,0,-12.864,1,0.0354,0.921,0.0,0.13,0.23,94.922,https://api.spotify.com/v1/audio-analysis/7F5oktn5YOsR9eR5YsFtqb
212600,False,{'spotify': 'https://open.spotify.com/track/33Kq0AT5rvwyE4azisG08x'},Welcome To New York,1,spotify:track:33Kq0AT5rvwyE4azisG08x,1989 (Deluxe Edition),0.789,0.634,7,-4.762,1,0.0323,0.0348,1.64e-06,0.302,0.658,116.992,https://api.spotify.com/v1/audio-analysis/33Kq0AT5rvwyE4azisG08x
231826,False,{'spotify': 'https://open.spotify.com/track/2sC2P3BN0IXujNaaSyDmtP'},Blank Space,2,spotify:track:2sC2P3BN0IXujNaaSyDmtP,1989 (Deluxe Edition),0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,https://api.spotify.com/v1/audio-analysis/2sC2P3BN0IXujNaaSyDmtP
231000,False,{'spotify': 'https://open.spotify.com/track/1fo2ctLqj3zBhRQKOXprol'},Style,3,spotify:track:1fo2ctLqj3zBhRQKOXprol,1989 (Deluxe Edition),0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,https://api.spotify.com/v1/audio-analysis/1fo2ctLqj3zBhRQKOXprol
235800,False,{'spotify': 'https://open.spotify.com/track/6Nde5KuTXyB7jlPO4upaBo'},Out Of The Woods,4,spotify:track:6Nde5KuTXyB7jlPO4upaBo,1989 (Deluxe Edition),0.553,0.841,7,-6.937,1,0.0396,0.000743,1.19e-05,0.341,0.338,92.008,https://api.spotify.com/v1/audio-analysis/6Nde5KuTXyB7jlPO4upaBo
193293,False,{'spotify': 'https://open.spotify.com/track/0lmMtDQ2ElasKU2qDAE6NN'},All You Had To Do Was Stay,5,spotify:track:0lmMtDQ2ElasKU2qDAE6NN,1989 (Deluxe Edition),0.605,0.725,5,-5.729,1,0.0323,0.00201,2.02e-05,0.101,0.539,96.97,https://api.spotify.com/v1/audio-analysis/0lmMtDQ2ElasKU2qDAE6NN
219200,False,{'spotify': 'https://open.spotify.com/track/3fthfkkvy9av3q3uAGVf7U'},Shake It Off,6,spotify:track:3fthfkkvy9av3q3uAGVf7U,1989 (Deluxe Edition),0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078,https://api.spotify.com/v1/audio-analysis/3fthfkkvy9av3q3uAGVf7U
207440,False,{'spotify': 'https://open.spotify.com/track/1B5VzXPqMlvRw0U4HJY3dJ'},I Wish You Would,7,spotify:track:1B5VzXPqMlvRw0U4HJY3dJ,1989 (Deluxe Edition),0.653,0.893,0,-5.966,1,0.0538,0.0158,4.95e-05,0.102,0.513,118.035,https://api.spotify.com/v1/audio-analysis/1B5VzXPqMlvRw0U4HJY3dJ
211933,False,{'spotify': 'https://open.spotify.com/track/0yN4fNzmVnmgC0dsOoi9Wh'},Bad Blood,8,spotify:track:0yN4fNzmVnmgC0dsOoi9Wh,1989 (Deluxe Edition),0.646,0.794,7,-6.104,1,0.19,0.0885,6.16e-06,0.201,0.287,170.216,https://api.spotify.com/v1/audio-analysis/0yN4fNzmVnmgC0dsOoi9Wh
220440,False,{'spotify': 'https://open.spotify.com/track/106R7Z57WYzBAfrXImV30y'},Wildest Dreams,9,spotify:track:106R7Z57WYzBAfrXImV30y,1989 (Deluxe Edition),0.55,0.688,8,-7.416,1,0.0897,0.0692,0.00144,0.106,0.465,139.997,https://api.spotify.com/v1/audio-analysis/106R7Z57WYzBAfrXImV30y
247533,False,{'spotify': 'https://open.spotify.com/track/6wfugRLamFsTRbPcCpNnP7'},How You Get The Girl,10,spotify:track:6wfugRLamFsTRbPcCpNnP7,1989 (Deluxe Edition),0.765,0.656,5,-6.112,1,0.0504,0.00364,0.00868,0.0918,0.545,119.997,https://api.spotify.com/v1/audio-analysis/6wfugRLamFsTRbPcCpNnP7
250093,False,{'spotify': 'https://open.spotify.com/track/1kTPQnabROVkW9bUXdCGrB'},This Love,11,spotify:track:1kTPQnabROVkW9bUXdCGrB,1989 (Deluxe Edition),0.481,0.435,4,-8.795,1,0.0321,0.678,0.0,0.0928,0.107,143.95,https://api.spotify.com/v1/audio-analysis/1kTPQnabROVkW9bUXdCGrB
195706,False,{'spotify': 'https://open.spotify.com/track/2zfgVd034GlUvk7LqBHl6u'},I Know Places,12,spotify:track:2zfgVd034GlUvk7LqBHl6u,1989 (Deluxe Edition),0.602,0.755,0,-4.991,1,0.071,0.245,0.0,0.178,0.495,159.965,https://api.spotify.com/v1/audio-analysis/2zfgVd034GlUvk7LqBHl6u
271000,False,{'spotify': 'https://open.spotify.com/track/4bXCcoesMt8u99xMsbLr9U'},Clean,13,spotify:track:4bXCcoesMt8u99xMsbLr9U,1989 (Deluxe Edition),0.815,0.377,4,-7.754,1,0.0346,0.232,0.0,0.1,0.211,103.97,https://api.spotify.com/v1/audio-analysis/4bXCcoesMt8u99xMsbLr9U
245560,False,{'spotify': 'https://open.spotify.com/track/6iWMI5oOhWrDbLbjmwTWFq'},Wonderland,14,spotify:track:6iWMI5oOhWrDbLbjmwTWFq,1989 (Deluxe Edition),0.422,0.692,3,-5.447,1,0.0549,0.0493,2.57e-05,0.177,0.197,184.014,https://api.spotify.com/v1/audio-analysis/6iWMI5oOhWrDbLbjmwTWFq
267106,False,{'spotify': 'https://open.spotify.com/track/4A2LfnduSTsE8u0ecYROxE'},You Are In Love,15,spotify:track:4A2LfnduSTsE8u0ecYROxE,1989 (Deluxe Edition),0.474,0.48,2,-8.894,1,0.0622,0.707,0.000108,0.0903,0.319,170.109,https://api.spotify.com/v1/audio-analysis/4A2LfnduSTsE8u0ecYROxE
230466,False,{'spotify': 'https://open.spotify.com/track/6rZVy6FIG7lSJQMFXHo12z'},New Romantics,16,spotify:track:6rZVy6FIG7lSJQMFXHo12z,1989 (Deluxe Edition),0.633,0.889,5,-5.87,1,0.0715,0.00463,0.000458,0.0658,0.584,121.956,https://api.spotify.com/v1/audio-analysis/6rZVy6FIG7lSJQMFXHo12z
216333,False,{'spotify': 'https://open.spotify.com/track/4JQm7ebhsrt10wmrP6AfXL'},I Know Places - Voice Memo,17,spotify:track:4JQm7ebhsrt10wmrP6AfXL,1989 (Deluxe Edition),0.592,0.128,9,-17.932,0,0.589,0.829,0.0,0.527,0.15,78.828,https://api.spotify.com/v1/audio-analysis/4JQm7ebhsrt10wmrP6AfXL
107133,False,{'spotify': 'https://open.spotify.com/track/4TtyvyI42C0KFnbDZvNC8Y'},I Wish You Would - Voice Memo,18,spotify:track:4TtyvyI42C0KFnbDZvNC8Y,1989 (Deluxe Edition),0.781,0.357,0,-16.394,1,0.912,0.717,0.0,0.185,0.645,118.317,https://api.spotify.com/v1/audio-analysis/4TtyvyI42C0KFnbDZvNC8Y
131186,False,{'spotify': 'https://open.spotify.com/track/0yisH8r0f3Mkq34kjzUlCV'},Blank Space - Voice Memo,19,spotify:track:0yisH8r0f3Mkq34kjzUlCV,1989 (Deluxe Edition),0.675,0.234,5,-15.064,0,0.721,0.801,0.0,0.657,0.578,127.296,https://api.spotify.com/v1/audio-analysis/0yisH8r0f3Mkq34kjzUlCV
230706,False,{'spotify': 'https://open.spotify.com/track/6LZaxlycSWrJZ4Volb25qx'},Mine,1,spotify:track:6LZaxlycSWrJZ4Volb25qx,Speak Now (Deluxe Edition),0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87e-06,0.189,0.658,121.07,https://api.spotify.com/v1/audio-analysis/6LZaxlycSWrJZ4Volb25qx
